Publication Year,Author,Title,ISSN,DOI,"About, in title (W=women, M=men, W&M = women & men, X=not mentioned)","theme (phys ed (or just ed) and recreation, PE; sports; research study, RS; research study (methods), RS (M); other, OTH)","RACE MENT, FATIGUE",NOTES,"Author sex (M, W or F, x = unknown b/c only 1st initial"
1934,H. M. Zimmerman; George R. Cowgill; W. W. Bunnell; Margaret Dann,Studies on the Nervous System in Deficiency Diseases: Experimental Black Tongue,0002-9513,10.1152/ajplegacy.1934.109.3.440,,,,,
1934,W. A. Mahoney,Hypoglycemia Hypophysiopriva,0002-9513,10.1152/ajplegacy.1934.109.3.475,,,,,
1934,Herbert Wells; Ralph Gordon Johnson,The Intestinal Villi and Their Circulation in Relation to Absorption and Secretion of Fluid,0002-9513,10.1152/ajplegacy.1934.109.3.387,,,,,
1934,Robert F. Pitts,The Clearance of Creatine in Dog and Man,0002-9513,10.1152/ajplegacy.1934.109.3.532,,,,,
1934,W. W. Swingle; Harry M. Vars; W. M. Parkins,A Study of the Blood Volume of Adrenalectomized Dogs,0002-9513,10.1152/ajplegacy.1934.109.3.488,,,,,
1934,Ernst Gellhorn; Leon F. Moldavsky,The EFFECT OF pH ON THE ABSORPTION OF SUGARS,0002-9513,10.1152/ajplegacy.1934.109.4.638,,,,,
1934,Alberto Hurtado; Nolan L. Kaltreider; William S. McCann,Respiratory Adaptation to Anoxemia,0002-9513,10.1152/ajplegacy.1934.109.4.626,,,,,
1934,John E. Davis; A. Baird Hastings,The Measurement of the Oxygen Consumption of Immature Rats,0002-9513,10.1152/ajplegacy.1934.109.4.683,,,,,
1934,Edith M. Lantz; Margaret Cammack Smith,The Effect of Fluorine on Calcium and Phosphorus Metabolism in Albino Rats,0002-9513,10.1152/ajplegacy.1934.109.4.645,,,,,
1934,Henry G. Schwartz,Reflex Activity Within the Sympathetic Nervous System,0002-9513,10.1152/ajplegacy.1934.109.4.593,,,,,
1934,Harold F. Blum; C. R. Spealman,A Differentiation Between Photosensitized and Ultra-Violet Effects on Frogs,0002-9513,10.1152/ajplegacy.1934.109.4.605,,,,,
1934,E. S. Nasset; A. A. Parry,Passage of Fluid and Certain Dissolved Substances Through the Intestinal Mucosa as Influenced by Changes in Hydrostatic Pressure,0002-9513,10.1152/ajplegacy.1934.109.4.614,,,,,
1934,Samuel Proger; Lewis Dexter,The Continuous Measurement of the Velocity of Venous Blood Flow in the Arm During Exercise and Change of Posture,0002-9513,10.1152/ajplegacy.1934.109.4.688,,,,,
1934,H. L. Fevold; Frederick L. Hisaw,Interactions of Gonad Stimulating Hormones in Ovarian Development,0002-9513,10.1152/ajplegacy.1934.109.4.655,,,,,
1934,Chalmers L. Gemmill; E. M. K. Geiling; David Reeves,The Respiratory Effect of Prolonged Anoxemia in Normal Dogs Before and After Denervation of the Carotid Sinuses,0002-9513,10.1152/ajplegacy.1934.109.4.709,,,,,
1934,J. S. Donal; Clarence J. Gamble; Robert S. Shaw,The Cardiac Output in Man,0002-9513,10.1152/ajplegacy.1934.109.4.666,,,,,
1934,John Guttman; S. E. Barrera,Persistence of Cochlear Electrical Disturbance on Auditory Stimulation in the Presence of Cochlear Ganglion Degeneration,0002-9513,10.1152/ajplegacy.1934.109.4.704,,,,,
1934,E. A. Spiegel; Louise Aronson,The Interaction of Cortical and Labyrinthine Impulses to Ocular Muscle Movements,0002-9513,10.1152/ajplegacy.1934.109.4.693,,,,,
1934,Harold E. Himwich; J. F. Fazikas; L. H. Nahum; D. Dubois; L. Greenburg; Alfred G. Gilman,Diabetic Hyperpyrexia,0002-9513,10.1152/ajplegacy.1934.110.1.19,,,,,
1934,Fernando Biguria; Attilio Canzanelli,The Effect of Continued Oral Administration of Histaminase and Pancreatin on Gastric Secretion,0002-9513,10.1152/ajplegacy.1934.110.1.243,,,,,
1934,Herbert Pollack; Eunice V. Flock; Jesse L. Bollman,Compounds of Phosphorus in the Heart and Striated Muscles of the Dog: Methods of Determination and Normal Values,0002-9513,10.1152/ajplegacy.1934.110.1.105,,,,,
1934,Madeleine E. Field; Octa C. Leigh; Heim J; Cecil K. Drinker,The Protein Content and Osmotic Pressure of Blood Serum and Lymph From Various Sources in the Dog,0002-9513,10.1152/ajplegacy.1934.110.1.174,,,,,
1934,Walter L. Voegtlin; Harry Greengard; A. C. Ivy,The Response of the Canine and Human Pancreas to Secretin,0002-9513,10.1152/ajplegacy.1934.110.1.198,,,,,
1934,Herbert Pollack; Eunice V. Flock; Paul Mason; Hiram E. Essex; Jesse L. Bollman,Changes in the Phosphorus Compounds in the Perfused Hind Limb of the Dog,0002-9513,10.1152/ajplegacy.1934.110.1.102,,,,,
1934,Theodore S. Raiford; Michael G. Mulinos,Intestinal Activity in the Exteriorized Colon of the Dog,0002-9513,10.1152/ajplegacy.1934.110.1.123,,,,,
1934,A. Rosenblueth; F. A. Simeone,The Interrelations of Vagal and Accelerator Effects on the Cardiac Rate,0002-9513,10.1152/ajplegacy.1934.110.1.42,,,,,
1934,Carl F. Schmidt,The Intrinsic Regulation of the Circulation in the Hypothalamus of the Cat,0002-9513,10.1152/ajplegacy.1934.110.1.137,,,,,
1934,S. B. Barker; J. F. Fazikas; Harold E. Himwich,A Study of Subcutaneous Absorption in the Adrenalectomized Rat,0002-9513,10.1152/ajplegacy.1934.110.1.153,,,,,
1934,Thomas C. Douglass; H. Davenport; Peter Heinbecker; George H. Bishop,Vertebrate Nerves: Some Correlations Between Fiber Size and Action Potentials,0002-9513,10.1152/ajplegacy.1934.110.1.165,,,,,
1934,Wallace O. Fenn; Doris M. Cobb; A. H. Hegnauer; B. S. Marsh,Electrolytes in Nerve,0002-9513,10.1152/ajplegacy.1934.110.1.74,,,,,
1934,Herbert Pollack; Roscoe F. Millet; Hiram E. Essex; Frank C. Mann; Jesse L. Bollman,Serum Phosphate Changes Induced by Injections of Glucose Into Dogs Under Various Conditions,0002-9513,10.1152/ajplegacy.1934.110.1.117,,,,,
1934,Edward C. Schneider; C. B. Crampton,The Effect of Posture on the Minute Volume of the Heart,0002-9513,10.1152/ajplegacy.1934.110.1.14,,,,,
1934,John E. Davis; Esther Da Costa; A. Baird Hastings,The Effect of Thyroxin on the Tissue Metabolism of Excised Frog Heart,0002-9513,10.1152/ajplegacy.1934.110.1.187,,,,,
1934,Irving E. Steck; Daniel S. Miller; C. I. Reed,The Effect of Parathormone on Basal Metabolism of Normal Dogs,0002-9513,10.1152/ajplegacy.1934.110.1.1,,,,,
1934,J. M. Wolfe,Reaction of the Anterior Pituitaries of Immature Female Rats to Injection of Pregnancy Urine Extracts,0002-9513,10.1152/ajplegacy.1934.110.1.159,,,,,
1934,Charles O. Warren,The Oxygen Consumption of Rabbit Bone Marrow in Relation to Its Morphology,0002-9513,10.1152/ajplegacy.1934.110.1.61,,,,,
1934,Helen Tredway Graham,"Supernormality, a Modification of the Recovery Process in Nerve",0002-9513,10.1152/ajplegacy.1934.110.1.225,,,,,
1934,Herbert Pollack; Eunice V. Flock; Hiram E. Essex; Jesse L. Bollman,Phosphorus Compounds in the Perfused Heart of the Dog,0002-9513,10.1152/ajplegacy.1934.110.1.97,,,,,
1934,Orville S. Walters,"The Variation of Erythrocytes, Hemoglobin and Packed Cell Volume in Immediately Consecutive Samples of Venous Blood",0002-9513,10.1152/ajplegacy.1934.110.1.37,,,,,
1934,Samuel Soskin; M. D. Allweiss,The Hypoglycemic Phase of the Dextrose Tolerance Curve,0002-9513,10.1152/ajplegacy.1934.110.1.4,,,,,
1934,O. M. Helmer,The Relation of the Secretion of Mucus to the Acidity of the Gastric Juice,0002-9513,10.1152/ajplegacy.1934.110.1.28,,,,,
1934,L. H. Nahum; H. E. Hoff,The Effect of Injection of Monoiodoacetic Acid and Sodium Cyanide on the Mammalian Heart,0002-9513,10.1152/ajplegacy.1934.110.1.56,,,,,
1934,H. M. Hines; G. C. Knowlton,The Influence of Fasting and Environmental Temperature Upon the Atrophy of Denervated Skeletal Muscle,0002-9513,10.1152/ajplegacy.1934.110.1.8,,,,,
1934,Robert M. Moore,The Stimulation of Peripheral Nerve-Elements Subserving Pain-Sensibility by Intra-Arterial Injections of Neutral Solutions,0002-9513,10.1152/ajplegacy.1934.110.1.191,,,,,
1934,Theodore S. Raiford; Michael G. Mulinos,The Myenteric Reflex as Exhibited by the Exteriorized Colon of the Dog,0002-9513,10.1152/ajplegacy.1934.110.1.129,,,,,
1934,Arlington C. Krause,"The Lipids of the Sclera, Cornea, Choroid and Iris",0002-9513,10.1152/ajplegacy.1934.110.1.182,,,,,
1934,Herschel S. Burns; Maurice B. Visscher,The Influence of Various Anions of the Lyotropic Series Upon the Sodium and Chloride Content of Fluid in the Intestine,0002-9513,10.1152/ajplegacy.1934.110.2.490,,,,,
1934,Attilio Canzanelli; Maurice S. Segal; David J. Rapport,The Utilization of the Calorigenic Action of Diiodothyronine and Thyroxine in Muscular Exercise,0002-9513,10.1152/ajplegacy.1934.110.2.410,,,,,
1934,Donald D. Van Slyke; C. P. Rhoads; Alma Hiller; Alf S. Alving,The Relationship of the Urea Clearance to the Renal Blood Flow,0002-9513,10.1152/ajplegacy.1934.110.2.387,,,,,
1934,Joseph Erlanger; E. A. Blair,Manifestations of Segmentation in Myelinated Axons,0002-9513,10.1152/ajplegacy.1934.110.2.287,,,,,
1934,Curt P. Richter,Experimental Diabetes Insipidus: Its Relation to the Anterior and Posterior Lobes of the Hypophysis,0002-9513,10.1152/ajplegacy.1934.110.2.439,,,,,
1934,Thorne M. Carpenter; R. G. Hoskins; F. A. Hitchcock,"Voluntarily Induced Increases in the Rates of Certain ""Involuntary"" Physiological Processes of a Human Subject",0002-9513,10.1152/ajplegacy.1934.110.2.320,,,,,
1934,C. P. Rhoads; Donald D. Van Slyke; Alma Hiller; Alf S. Alving,The Effects of Novocainization and Total Section of the Nerves of the Renal Pedicle on Renal Blood Flow and Function,0002-9513,10.1152/ajplegacy.1934.110.2.392,,,,,
1934,James R. Matson; F. A. Hitchcock,Basal Metabolism in Old Age,0002-9513,10.1152/ajplegacy.1934.110.2.329,,,,,
1934,A. S. Gilson,Factors Determining Block of the Conducted Cardiac Impulse,0002-9513,10.1152/ajplegacy.1934.110.2.376,,,,,
1934,Attilio Canzanelli; Ruth Guild; David J. Rapport,The Use of Ethyl Alcohol as a Fuel in Muscular Exercise,0002-9513,10.1152/ajplegacy.1934.110.2.416,,,,,
1934,Leandro M. Tocantins,Platelets and the Spontaneous Syneresis of Blood Clots,0002-9513,10.1152/ajplegacy.1934.110.2.278,,,,,
1934,Curt P. Richter,Pregnancy Urine Given by Mouth to Gonadectomized Rats: Its Effect on Spontaneous Activity and on the Reproductive Tract,0002-9513,10.1152/ajplegacy.1934.110.2.499,,,,,
1934,Gerald Evans,The Effect of Low Atmospheric Pressure on the Glycogen Content of the Rat,0002-9513,10.1152/ajplegacy.1934.110.2.273,,,,,
1934,L. C. Maxwell,The Quantitative and Qualitative Ovarian Response to Distributed Dosage With Gonadotropic Extracts,0002-9513,10.1152/ajplegacy.1934.110.2.458,,,,,
1934,Harold E. Himwich; Walter Goldfarb; N. Rakeiten; L. H. Nahum; D. Dubois,The Respiratory Quotient of Muscle of Depancreatized Dogs,0002-9513,10.1152/ajplegacy.1934.110.2.352,,,,,
1934,John M. Bruhn,The Respiratory Metabolism of Infrahuman Primates,0002-9513,10.1152/ajplegacy.1934.110.2.477,,,,,
1934,Randall G. Sprague,"Effect of ""Chronic"" Experimental Liver Damage on the Blood Sugar Response to Insulin",0002-9513,10.1152/ajplegacy.1934.110.2.488,,,,,
1934,Susan H. Brockett; M. A. Spiers; Harold E. Himwich,The Lipid Components of the Lymph of the Thoracic Duct of the Dog,0002-9513,10.1152/ajplegacy.1934.110.2.342,,,,,
1934,J. A. E. Eyster; Frank Maresh; M. R. Krasno,The Nature of the R Wave Potentials in the Tortoise and Frog Heart,0002-9513,10.1152/ajplegacy.1934.110.2.422,,,,,
1934,M. Caroline Hrubetz,The Time Curve After Insulin,0002-9513,10.1152/ajplegacy.1934.110.2.384,,,,,
1934,Harold E. Himwich; J. F. Fazikas; S. B. Barker; M. H. Hurlburt,The Metabolism of Tissues Excised From Adrenalectomized Rats,0002-9513,10.1152/ajplegacy.1934.110.2.348,,,,,
1934,T. C. Ruch; Jane Watts,"Reciprocal Changes in Reflex Activity of the Fore Limbs Induced by Post-Brachial ""Cold-Block"" of the Spinal Cord",0002-9513,10.1152/ajplegacy.1934.110.2.362,,,,,
1934,J. O. Pinkston,Peripheral Circulation During Experimental Fever,0002-9513,10.1152/ajplegacy.1934.110.2.448,,,,,
1934,Charles M. Wilhelmj; I. C. Henrich; Frederick C. Hill,A Study of the Intragastric Factors in the Regulation of Gastric Acidity,0002-9513,10.1152/ajplegacy.1934.110.2.251,,,,,
1934,F. A. Simeone; A. Rosenblueth,The Electrical Excitability of the Nictitating Membrane,0002-9513,10.1152/ajplegacy.1934.110.2.399,,,,,
1934,W. T. Heron; W. M. Hales; Dwight J. Ingle,Capacity of Skeletal Muscle in Rats to Maintain Work Output,0002-9513,10.1152/ajplegacy.1934.110.2.357,,,,,
1934,K. K. Jones; Grant H. Laing,The Effect of Viosterol on the Calcium Content of Dog's Bile,0002-9513,10.1152/ajplegacy.1934.110.2.471,,,,,
1934,Wallace O. Fenn; Doris M. Cobb; B. S. Marsh,Sodium and Chloride in Frog Muscle,0002-9513,10.1152/ajplegacy.1934.110.2.261,,,,,
1934,George P. Whitelaw; Julie Snyder,The Physiological Production of Sympathin in the Liver,0002-9513,10.1152/ajplegacy.1934.110.2.247,,,,,
1934,C Fenning,The Effect of Periodic Changes in Amplitude of Respiration Upon Blood Pressure,0002-9513,10.1152/ajplegacy.1934.110.2.464,,,,,
1934,Eva Thompson; Howard A. Howe; Walter Hughson,Middle Ear Pressure and Auditory Acuity,0002-9513,10.1152/ajplegacy.1934.110.2.312,,,,,
1934,N. D. Kehar; E. V. McCollum,Bound Water in Cardiac Muscle in Relation to Ventricular Fibrillation,0002-9513,10.1152/ajplegacy.1934.110.2.485,,,,,
1934,C. Lane,Some Influences of Oestrin on the Hypophyseal-Gonad Complex of the Immature Female Rat,0002-9513,10.1152/ajplegacy.1934.110.3.681,,,,,
1934,Joseph H. Roe; Alfred G. Gilman; George R. Cowgill,A Study of the Oxidation That Occurs in the Dog After the Ingestion of Galactose,0002-9513,10.1152/ajplegacy.1934.110.3.531,,,,,
1934,Francis B. King; Robert M. Simonds; Mark Aisner,The Tyrosine Content of Tissues After Intravenous Injection,0002-9513,10.1152/ajplegacy.1934.110.3.573,,,,,
1934,John T. Brundage,Blood and Plasma Viscosity Determined by the Method of Concentric Cylinders,0002-9513,10.1152/ajplegacy.1934.110.3.659,,,,,
1934,Isabella R. Williams; Erica A. Smith,"Blood Picture, Reproduction, and General Condition During Daily Exposure to Illuminating Gas",0002-9513,10.1152/ajplegacy.1934.110.3.611,,,,,
1934,S. Zuckerman,The Aschheim-Zondek Diagnosis of Pregnancy in the Chimpanzee,0002-9513,10.1152/ajplegacy.1934.110.3.597,,,,,
1934,James L. O'Leary; Peter Heinbecker; George H. Bishop,Analysis of Function of a Nerve to Muscle,0002-9513,10.1152/ajplegacy.1934.110.3.636,,,,,
1934,William F. Allen,Studies on the Depressor-Cardiac Reflex After Vagotomy,0002-9513,10.1152/ajplegacy.1934.110.3.602,,,,,
1934,Elaine P. Ralli; Gerald Flaum; Raymond Banta,The Results of Feeding Lecithin and Pancreas in Depancreatized Dogs on the Liver Fat and Its Saponifiable and Unsaponifiable Fractions,0002-9513,10.1152/ajplegacy.1934.110.3.545,,,,,
1934,Wallace O. Fenn; Doris M. Cobb; A. H. Hegnauer; B. S. Marsh,Electrolytes in Nerve,0002-9513,10.1152/ajplegacy.1934.110.3.714-s,,,,,
1934,M. E. MacKay Sawyer; Myles Brown,The Effect of Thyroidectomy and Thyroxine on the Response of the Denervated Heart to Injected and Secreted Adrenine,0002-9513,10.1152/ajplegacy.1934.110.3.620,,,,,
1934,Francis G. Benedict,Degree of Constancy in Human Basal Metabolism,0002-9513,10.1152/ajplegacy.1934.110.3.521,,,,,
1934,Roy O. Greep,Separation of a Thyrotropic From the Gonadotropic Substances of the Pituitary,0002-9513,10.1152/ajplegacy.1934.110.3.692,,,,,
1934,Albert R. Behnke; F. Johnson; J. R. Poppen; E. Preble Motley,The Effect of Oxygen on Man at Pressures From 1 to 4 Atmospheres,0002-9513,10.1152/ajplegacy.1934.110.3.565,,,,,
1934,Charles W. Shilling; Raymond A. Hansen; James A. Hawkins,"The Effect of Increased Air Pressure on Vital Capacity, Expiratory Force and Breath-Holding Ability",0002-9513,10.1152/ajplegacy.1934.110.3.616,,,,,
1934,Hebbel E. Hoff; L. H. Nahum,The NATURE OF VENTRICULAR FIBRILLATION FOLLOWING ELECTRIC SHOCK AND ITS PREVENTION BY ACETYL-ß-METHYL CHOLINE CHLORIDE,0002-9513,10.1152/ajplegacy.1934.110.3.675,,,,,
1934,M. F. Green; Degroat A; C. H. McDonald,Observations on Denervation of the Carotid Sinuses and Section of the Depressor Nerves as a Method of Producing Arterial Hypertension,0002-9513,10.1152/ajplegacy.1934.110.3.513,,,,,
1934,Detlev W. Bronk; L. Kraeer Ferguson,The Nervous Control of Intercostal Respiration,0002-9513,10.1152/ajplegacy.1934.110.3.700,,,,,
1934,E. J. Allen; James H. Elder,Theelin Content of Pregnancy Urine and Placenta of the Chimpanzee,0002-9513,10.1152/ajplegacy.1934.110.3.593,,,,,
1934,Francis O. Schmitt; R Kerr; Elmer D. Bueker,The Gaseous Metabolism of Frog Kidney,0002-9513,10.1152/ajplegacy.1934.110.3.539,,,,,
1934,S. Howard Bartley,The Time of Occurrence of the Cortical Response as Determined by the Area of the Stimulus Object,0002-9513,10.1152/ajplegacy.1934.110.3.666,,,,,
1934,H. Necheles; Jacob Meyer,On the Inhibition of Gastric Secretion by Oil of Peppermint,0002-9513,10.1152/ajplegacy.1934.110.3.686,,,,,
1934,George Crisler,Methylene Blue and Anoxemia,0002-9513,10.1152/ajplegacy.1934.110.3.580,,,,,
1934,Charles D. Snyder,On the Variability of the H/T Ratio in the Twitch of Isolated Skeletal Muscle and the Proof of the Validity of the Method Used for Measuring Heat Production,0002-9513,10.1152/ajplegacy.1934.110.3.552,,,,,
1934,O. H. Gaebler,Effects of Thyroparathyroidectomy and Carbohydrate Intake on the Action of Anterior Pituitary Extracts,0002-9513,10.1152/ajplegacy.1934.110.3.584,,,,,
1934,Detlev W. Bronk; G. Stella,The Response to Steady Pressures of Single End Organs in the Isolated Carotid Sinus,0002-9513,10.1152/ajplegacy.1934.110.3.708,,,,,
1935,Francis O. Schmitt; Leo Wade,Solvation and Desolvation of Nerve,0002-9513,10.1152/ajplegacy.1935.111.1.169,,,,,
1935,Eric Ponder,The Relation of Red Cell Diameter and Number to the Light Transmission of Suspensions,0002-9513,10.1152/ajplegacy.1935.111.1.99,,,,,
1935,J. Earl Thomas; J. O. Crider,Rhythmic Changes in Duodenal Motility Associated With Gastric Peristalsis,0002-9513,10.1152/ajplegacy.1935.111.1.124,,,,,
1935,Louis N. Katz; Herman Korey,The Manner in Which the Electric Currents Generated by the Heart Are Conducted Away,0002-9513,10.1152/ajplegacy.1935.111.1.83,,,,,
1935,Frederick H. Scharles; Phoebe D. Robb; William T. Salter,Liver Amylase: The Effect of Nutrition and of Hormones,0002-9513,10.1152/ajplegacy.1935.111.1.130,,,,,
1935,H. J. Deobald; C. A. Elvehjem,The Effect of Feeding High Amounts of Soluble Iron and Aluminum Salts,0002-9513,10.1152/ajplegacy.1935.111.1.118,,,,,
1935,Frederic J. Agate; R. L. Zwemer,Some Factors Affecting Adrenal Insufficiency in the Rat,0002-9513,10.1152/ajplegacy.1935.111.1.1,,,,,
1935,Florence Walker; Lillian Sheppard,A Study of the Variations in the Saccharogenic Power of Human Saliva,0002-9513,10.1152/ajplegacy.1935.111.1.192,,,,,
1935,D. B. Dill; H. T. Edwards; Sedgwick Mead,Blood Sugar Regulation in Exercise,0002-9513,10.1152/ajplegacy.1935.111.1.21,,,,,
1935,C. H. McDonald,The Rate of Oxygen Consumption of the Isolated Terrapin Heart When Perfused With Various Solutions,0002-9513,10.1152/ajplegacy.1935.111.1.51,,,,,
1935,H. W. Magoun,Maintenance of the Light Reflex After Destruction of the Superior Colliculus in the Cat,0002-9513,10.1152/ajplegacy.1935.111.1.91,,,,,
1935,D. B. Dill; H. T. Edwards; R.H. De Meio,Effects of Adrenalin Injection in Moderate Work,0002-9513,10.1152/ajplegacy.1935.111.1.9,,,,,
1935,Hampden Lawson,The Distribution of Excitation and Inhibition Following Sympathetic Stimulation of the Large Intestine,0002-9513,10.1152/ajplegacy.1935.111.1.209,,,,,
1935,H. O. Burdick; Gregory Pincus,The Effect of Oestrin Injections Upon the Developing Ova of Mice and Rabbits,0002-9513,10.1152/ajplegacy.1935.111.1.201,,,,,
1935,L. H. Schmidt,"The Phospholipid Content of Liver, Skeletal Muscle and Whole Blood as Affected by Thyroxine Injections",0002-9513,10.1152/ajplegacy.1935.111.1.138,,,,,
